აღებაც	აღებ აც
ახალუხი	ახალუხ ი
ოთხიდან	ოთხ იდან
წრეთარგისა	წრეთარგ ის ა
წყალსაცავს	წყალსაცავ ს
ბიბლიის	ბიბლი ის
შესასვლელში	შე სასვლელ ში
ახლობელ	ახლობელ
მიღებას	მიღებ ას
შექმნაზე	შექმნ ა ზე
მიეყენებინათ	მი ეყენ ები ნათ
შენადნობი	შენადნობ ი
ბრუკლინ	ბრუკლინ
იოსების	იოსებ ის
კოლონიალური	კოლონიალ ური
კულტების	კულტ ების
მიმდინარეობისას	მი მდინარეობ ის ას
მიემართებოდა	მიემართ ებ ო და
მოიხსენებიან	მო იხსენ ები ან
რემარკი	რე მარკ ი
ტურისტულ	ტურისტ ულ
დაკავშირებულ	დაკავშირებ ულ
საკითხზე	საკითხ ზე
რენეს	რენ ეს
დეპის	დეპ ის
მუშნი	მუშ ნი
პოპულარიზაციას	პოპულარიზაც ი ას
ვერის	ვერ ის
რეგისტრი	რეგისტრ ი
