გამოსხივება	გამოსხივ ება
რომელ	რომელ
უნივერსიტეტია	უნივერსიტეტ ია
ფაქტებს	ფაქტ ებს
აჰმად	აჰმად
ბორუსია	ბორუს ია
გერმანიისთვის	გერმან ი ისთვის
ჩეხი	ჩეხ ი
მიიღეს	მი იღეს
ინგლისი	ინგლის ი
უსწორდებოდნენ	უსწორ დებოდნენ
მარადიულ	მარადი ულ
ნაწყობი	ნაწყობ ი
მოგონებები	მოგონ ებები
