იტალიასთან	იტალი ა სთან
რუნდშტეტი	რუნდშტეტ ი
ვულკანები	ვულკან ები
ორგანოში	ორგანო ში
ანთროპოლოგი	ანთროპოლოგ ი
ტიბეტის	ტიბეტ ის
აღებულ	აღებ ულ
დაირქვა	დაი რქვა
ჩხერის	ჩხერ ის
გარეუბნები	გარეუბნ ები
მეზოზოურ	მეზოზო ურ
პიანისტი	პიანისტ ი
გადაინაცვლებს	გადაინაცვლ ებს
რეკორდსმენი	რეკორდსმენ ი
კუთხე	კუთხ ე
ჯილდოების	ჯილდო ების
განასახიერებს	განასახიერ ებს
ტურით	ტურ ით
წამების	წამ ების
