ბათუმში	ბათუმ ში
დანაშაულებრივ	დანაშაულ ებრივ
ისას	ისა ს
შუადღე	შუადღ ე
მწვერვალი	მწვერვალ ი
შეისწავლიდა	შეისწავლ ი და
ბარათად	ბარათ ად
საბაბი	საბაბ ი
ასე	ასე
ძვლებზე	ძვლ ებ ზე
ობიექტებად	ობიექტ ებ ად
ნაგაზს	ნაგაზ ს
უნებართვოდ	უ ნებართვ ოდ
ნერონი	ნერონ ი
წყლულოვანი	წყლულ ოვან ი
ცეოლითები	ცეოლით ები
თესლით	თესლ ით
ნათესაობის	ნათესა ობის
რეალითი	რეალ ით ი
მეეგერენის	მეეგერ ენ ის
ეკონომიკურად	ეკონომიკ ურად
სასწაულად	სასწაულ ად
ფილოსოფიამ	ფილოსოფ ი ამ
გათავისუფლდნენ	გა თავისუფლ დ ნ ენ
ცხვირში	ცხვირ ში
თვითნასწავლი	თვით ნა სწავლ ი
გაბი	გაბ ი
ეწოდა	ეწოდ ა
როი	რო ი
ბელონას	ბელონ ას
სანტიმეტრამდე	სანტიმეტრ ამდე
წონაში	წონ აში
გაიარეს	გა იარ ეს
ინდოეთთან	ინდოეთ თან
შეიარაღებიდან	შე იარაღ ებ იდან
ლითონთა	ლითონ თა
ტყვის	ტყვი ს
ბლეკმორი	ბლეკ მ ორი
პალესტინა	პალესტი ნ ა
საზამთროდ	სა ზამთრ ოდ
კერპს	კერპ ს
ათონელის	ათონ ელ ის
სამღვდელო	სა მღვდელ ო
უმატებს	უმატ ებს
