ბათუმში	ბათუმ ში
სრულმეტრაჟიანი	სრულმეტრაჟ იანი
ანდერსონის	ანდერსონ ის
გამეფების	გამეფ ების
მოძღვრებით	მოძღვრ ებით
კეიჯი	კეი ჯი
ლარსონის	ლარსონ ის
ჰიპოკრატეს	ჰიპოკრატ ეს
ათეიზმი	ათეიზმ ი
გრძნობებს	გრძნობ ებს
მომღერლის	მომღერლ ის
ნოველების	ნოველ ების
სუხიშვილი	სუხი შვილი
